"GENE_FREQUENCY"	"TOTAL_NUMBER_OF_SIGNATURES_IN_CLUSTER"	"GENE_PROPORTION"	"gene"	"cluster"	"NUMBER_OF_TUMOURS"
10	71	0.140845070422535	"TYROBP"	3	6
10	71	0.140845070422535	"C1QC"	3	6
10	71	0.140845070422535	"TAPBP"	3	6
10	71	0.140845070422535	"STK4"	3	6
10	71	0.140845070422535	"RHOH"	3	6
10	71	0.140845070422535	"RNF213"	3	6
10	71	0.140845070422535	"SOD2"	3	5
10	71	0.140845070422535	"TPM4"	3	5
10	71	0.140845070422535	"CALM1"	3	5
10	71	0.140845070422535	"CTGF"	3	5
10	71	0.140845070422535	"PNRC1"	3	5
10	71	0.140845070422535	"CD27"	3	5
10	71	0.140845070422535	"CD3G"	3	5
10	71	0.140845070422535	"PRKCDBP"	3	5
10	71	0.140845070422535	"PARP14"	3	5
10	71	0.140845070422535	"IGKC"	3	5
10	71	0.140845070422535	"IGFBP5"	3	5
10	71	0.140845070422535	"IFIT1"	3	4
10	71	0.140845070422535	"LY6E"	3	4
53	76	0.697368421052632	"STMN1"	4	11
51	76	0.671052631578947	"H2AFZ"	4	11
50	76	0.657894736842105	"UBE2C"	4	12
50	76	0.657894736842105	"TUBA1B"	4	11
49	76	0.644736842105263	"BIRC5"	4	11
45	76	0.592105263157895	"HMGB2"	4	11
44	76	0.578947368421053	"ZWINT"	4	11
44	76	0.578947368421053	"TUBB"	4	11
44	76	0.578947368421053	"HMGB1"	4	10
44	76	0.578947368421053	"DEK"	4	9
43	76	0.565789473684211	"CDK1"	4	12
43	76	0.565789473684211	"HMGN2"	4	10
42	76	0.552631578947368	"UBE2T"	4	11
42	76	0.552631578947368	"TK1"	4	11
42	76	0.552631578947368	"RRM2"	4	10
42	76	0.552631578947368	"RANBP1"	4	10
42	76	0.552631578947368	"TYMS"	4	9
41	76	0.539473684210526	"CENPW"	4	10
40	76	0.526315789473684	"MAD2L1"	4	11
39	76	0.513157894736842	"CKS2"	4	9
38	76	0.5	"CKS1B"	4	12
37	76	0.486842105263158	"NUSAP1"	4	11
37	76	0.486842105263158	"TUBA1C"	4	10
37	76	0.486842105263158	"PTTG1"	4	10
37	76	0.486842105263158	"KPNA2"	4	10
37	76	0.486842105263158	"PCNA"	4	9
36	76	0.473684210526316	"CENPF"	4	10
36	76	0.473684210526316	"HIST1H4C"	4	8
35	76	0.460526315789474	"CDKN3"	4	11
35	76	0.460526315789474	"UBE2S"	4	9
34	76	0.447368421052632	"CCNB1"	4	10
34	76	0.447368421052632	"HMGA1"	4	5
33	76	0.434210526315789	"DTYMK"	4	9
33	76	0.434210526315789	"SNRPB"	4	7
32	76	0.421052631578947	"CDC20"	4	9
32	76	0.421052631578947	"NASP"	4	7
31	76	0.407894736842105	"MCM7"	4	9
31	76	0.407894736842105	"PLP2"	4	9
31	76	0.407894736842105	"TUBB4B"	4	8
30	76	0.394736842105263	"PLK1"	4	10
30	76	0.394736842105263	"CCNB2"	4	9
30	76	0.394736842105263	"MKI67"	4	9
30	76	0.394736842105263	"TOP2A"	4	8
30	76	0.394736842105263	"TPX2"	4	7
29	76	0.381578947368421	"PKMYT1"	4	10
29	76	0.381578947368421	"PRC1"	4	10
29	76	0.381578947368421	"SMC4"	4	10
29	76	0.381578947368421	"CENPU"	4	7
29	76	0.381578947368421	"RAN"	4	7
29	76	0.381578947368421	"DUT"	4	7
29	76	0.381578947368421	"PA2G4"	4	7
29	76	0.381578947368421	"BUB3"	4	7
28	76	0.368421052631579	"RAD21"	4	10
28	76	0.368421052631579	"SPC25"	4	10
28	76	0.368421052631579	"HN1"	4	9
28	76	0.368421052631579	"CDCA3"	4	9
28	76	0.368421052631579	"H2AFV"	4	8
28	76	0.368421052631579	"HNRNPA2B1"	4	8
27	76	0.355263157894737	"CCNA2"	4	10
27	76	0.355263157894737	"PBK"	4	9
27	76	0.355263157894737	"LSM5"	4	7
27	76	0.355263157894737	"DNAJC9"	4	6
26	76	0.342105263157895	"RPA3"	4	9
26	76	0.342105263157895	"TMPO"	4	9
26	76	0.342105263157895	"SNRPD1"	4	6
25	76	0.328947368421053	"CENPA"	4	10
25	76	0.328947368421053	"KIF20B"	4	9
25	76	0.328947368421053	"USP1"	4	8
25	76	0.328947368421053	"H2AFX"	4	5
25	76	0.328947368421053	"PPM1G"	4	5
24	76	0.315789473684211	"NUF2"	4	10
24	76	0.315789473684211	"SNRPG"	4	9
24	76	0.315789473684211	"KIF22"	4	9
24	76	0.315789473684211	"KIAA0101"	4	8
24	76	0.315789473684211	"DEPDC1"	4	8
24	76	0.315789473684211	"RNASEH2A"	4	8
24	76	0.315789473684211	"MT2A"	4	7
24	76	0.315789473684211	"STRA13"	4	6
24	76	0.315789473684211	"ANLN"	4	6
24	76	0.315789473684211	"CACYBP"	4	5
24	76	0.315789473684211	"NCL"	4	5
23	76	0.302631578947368	"NUDT1"	4	9
23	76	0.302631578947368	"ECT2"	4	9
23	76	0.302631578947368	"LSM4"	4	7
23	76	0.302631578947368	"ASF1B"	4	7
23	76	0.302631578947368	"CENPN"	4	7
23	76	0.302631578947368	"TMEM106C"	4	6
23	76	0.302631578947368	"CCT5"	4	5
23	76	0.302631578947368	"HSPA8"	4	4
22	76	0.289473684210526	"HMMR"	4	9
22	76	0.289473684210526	"SRSF3"	4	9
22	76	0.289473684210526	"AURKB"	4	9
22	76	0.289473684210526	"GGH"	4	8
22	76	0.289473684210526	"AURKA"	4	8
22	76	0.289473684210526	"TRIP13"	4	7
22	76	0.289473684210526	"CDCA8"	4	7
22	76	0.289473684210526	"HMGB3"	4	7
22	76	0.289473684210526	"HNRNPAB"	4	6
21	76	0.276315789473684	"FAM83D"	4	9
21	76	0.276315789473684	"CDC25B"	4	8
21	76	0.276315789473684	"GGCT"	4	8
21	76	0.276315789473684	"KNSTRN"	4	8
21	76	0.276315789473684	"CCT6A"	4	7
21	76	0.276315789473684	"PTGES3"	4	6
21	76	0.276315789473684	"ANP32E"	4	5
20	76	0.263157894736842	"CENPK"	4	7
20	76	0.263157894736842	"MCM3"	4	7
20	76	0.263157894736842	"DDX21"	4	5
20	76	0.263157894736842	"HSPD1"	4	3
19	76	0.25	"SKA2"	4	9
19	76	0.25	"CALM2"	4	8
19	76	0.25	"UHRF1"	4	7
19	76	0.25	"HINT1"	4	7
19	76	0.25	"ORC6"	4	7
19	76	0.25	"MZT1"	4	7
19	76	0.25	"MIS18BP1"	4	6
19	76	0.25	"WDR34"	4	5
19	76	0.25	"NAP1L1"	4	5
19	76	0.25	"TEX30"	4	5
19	76	0.25	"SFN"	4	4
19	76	0.25	"HSPE1"	4	4
18	76	0.236842105263158	"CENPM"	4	9
18	76	0.236842105263158	"TROAP"	4	8
18	76	0.236842105263158	"CDCA5"	4	8
18	76	0.236842105263158	"RACGAP1"	4	8
18	76	0.236842105263158	"SLC25A5"	4	7
18	76	0.236842105263158	"ATAD2"	4	6
18	76	0.236842105263158	"DBF4"	4	6
18	76	0.236842105263158	"KIF23"	4	6
18	76	0.236842105263158	"CEP55"	4	5
18	76	0.236842105263158	"SIVA1"	4	5
18	76	0.236842105263158	"SAC3D1"	4	5
18	76	0.236842105263158	"PSIP1"	4	5
18	76	0.236842105263158	"CLSPN"	4	4
18	76	0.236842105263158	"CCT2"	4	3
17	76	0.223684210526316	"DLGAP5"	4	8
17	76	0.223684210526316	"PSMA4"	4	8
17	76	0.223684210526316	"SMC2"	4	8
17	76	0.223684210526316	"AP2S1"	4	7
17	76	0.223684210526316	"RAD51AP1"	4	7
17	76	0.223684210526316	"MND1"	4	7
17	76	0.223684210526316	"ILF2"	4	6
17	76	0.223684210526316	"DNMT1"	4	6
17	76	0.223684210526316	"NUCKS1"	4	6
17	76	0.223684210526316	"LMNB1"	4	5
17	76	0.223684210526316	"RFC4"	4	5
17	76	0.223684210526316	"EIF5A"	4	4
17	76	0.223684210526316	"NPM3"	4	4
16	76	0.210526315789474	"ARL6IP1"	4	9
16	76	0.210526315789474	"ASPM"	4	9
16	76	0.210526315789474	"GTSE1"	4	7
16	76	0.210526315789474	"TOMM40"	4	6
16	76	0.210526315789474	"HNRNPA1"	4	6
16	76	0.210526315789474	"GMNN"	4	6
16	76	0.210526315789474	"FEN1"	4	5
16	76	0.210526315789474	"CDCA7"	4	5
16	76	0.210526315789474	"SLBP"	4	4
16	76	0.210526315789474	"TNFRSF12A"	4	4
16	76	0.210526315789474	"TM4SF1"	4	2
15	76	0.197368421052632	"CKAP2"	4	7
15	76	0.197368421052632	"CENPE"	4	7
15	76	0.197368421052632	"SRP9"	4	7
15	76	0.197368421052632	"DDX39A"	4	6
15	76	0.197368421052632	"COMMD4"	4	6
15	76	0.197368421052632	"RBM8A"	4	6
15	76	0.197368421052632	"CALM3"	4	6
15	76	0.197368421052632	"RRM1"	4	6
15	76	0.197368421052632	"ENO1"	4	5
15	76	0.197368421052632	"ANP32B"	4	5
15	76	0.197368421052632	"SRSF7"	4	5
15	76	0.197368421052632	"FAM96A"	4	5
15	76	0.197368421052632	"TPRKB"	4	5
15	76	0.197368421052632	"FABP5"	4	4
15	76	0.197368421052632	"PPIF"	4	3
15	76	0.197368421052632	"SERPINE1"	4	2
14	76	0.184210526315789	"TACC3"	4	8
14	76	0.184210526315789	"RBBP7"	4	8
14	76	0.184210526315789	"NEK2"	4	6
14	76	0.184210526315789	"CALM1"	4	6
14	76	0.184210526315789	"GMPS"	4	6
14	76	0.184210526315789	"EMP2"	4	5
14	76	0.184210526315789	"HMG20B"	4	5
14	76	0.184210526315789	"SMC3"	4	5
14	76	0.184210526315789	"HSPA9"	4	4
14	76	0.184210526315789	"NAA20"	4	4
14	76	0.184210526315789	"NUDC"	4	4
14	76	0.184210526315789	"RPL39L"	4	4
14	76	0.184210526315789	"PRKDC"	4	4
14	76	0.184210526315789	"CDCA4"	4	4
14	76	0.184210526315789	"HIST1H1A"	4	4
14	76	0.184210526315789	"HES6"	4	3
14	76	0.184210526315789	"SUPT16H"	4	3
13	76	0.171052631578947	"PTMS"	4	7
13	76	0.171052631578947	"VDAC3"	4	6
13	76	0.171052631578947	"PSMC3"	4	5
13	76	0.171052631578947	"ATP5G1"	4	5
13	76	0.171052631578947	"PSMA3"	4	5
13	76	0.171052631578947	"PGP"	4	5
13	76	0.171052631578947	"KIF2C"	4	5
13	76	0.171052631578947	"CARHSP1"	4	4
15	73	0.205479452054795	"GJA1"	5	2
14	73	0.191780821917808	"SCGB2A2"	5	5
12	73	0.164383561643836	"ARMT1"	5	4
12	73	0.164383561643836	"MAGED2"	5	3
12	73	0.164383561643836	"PIP"	5	3
11	73	0.150684931506849	"SCGB1D2"	5	4
11	73	0.150684931506849	"CLTC"	5	3
11	73	0.150684931506849	"MYBPC1"	5	3
11	73	0.150684931506849	"PDZK1"	5	2
10	73	0.136986301369863	"MGP"	5	5
10	73	0.136986301369863	"SLC39A6"	5	4
10	73	0.136986301369863	"CCND1"	5	3
10	73	0.136986301369863	"SLC9A3R1"	5	2
10	73	0.136986301369863	"NAT1"	5	2
9	73	0.123287671232877	"SUB1"	5	3
9	73	0.123287671232877	"CYP4X1"	5	2
9	73	0.123287671232877	"STC2"	5	2
9	73	0.123287671232877	"CROT"	5	2
8	73	0.10958904109589	"CTSD"	5	4
8	73	0.10958904109589	"FASN"	5	3
8	73	0.10958904109589	"PBX1"	5	3
8	73	0.10958904109589	"SLC4A7"	5	2
8	73	0.10958904109589	"FOXA1"	5	2
8	73	0.10958904109589	"MCCC2"	5	2
8	73	0.10958904109589	"IDH1"	5	2
8	73	0.10958904109589	"H2AFJ"	5	2
8	73	0.10958904109589	"CYP4Z1"	5	2
8	73	0.10958904109589	"IFI27"	5	2
8	73	0.10958904109589	"TBC1D9"	5	1
8	73	0.10958904109589	"ANPEP"	5	1
8	73	0.10958904109589	"DHRS2"	5	1
7	73	0.0958904109589041	"TFF3"	5	5
7	73	0.0958904109589041	"LGALS3BP"	5	4
7	73	0.0958904109589041	"GATA3"	5	4
7	73	0.0958904109589041	"LTF"	5	4
7	73	0.0958904109589041	"IFITM2"	5	3
7	73	0.0958904109589041	"IFITM1"	5	3
7	73	0.0958904109589041	"AHNAK"	5	3
7	73	0.0958904109589041	"SEPP1"	5	3
7	73	0.0958904109589041	"ACADSB"	5	2
7	73	0.0958904109589041	"PDCD4"	5	2
7	73	0.0958904109589041	"MUCL1"	5	2
7	73	0.0958904109589041	"CERS6"	5	2
7	73	0.0958904109589041	"LRRC26"	5	2
7	73	0.0958904109589041	"ASS1"	5	2
7	73	0.0958904109589041	"SEMA3C"	5	1
7	73	0.0958904109589041	"APLP2"	5	1
7	73	0.0958904109589041	"AMFR"	5	1
7	73	0.0958904109589041	"CDV3"	5	1
7	73	0.0958904109589041	"VTCN1"	5	1
7	73	0.0958904109589041	"PREX1"	5	1
7	73	0.0958904109589041	"TP53INP1"	5	1
7	73	0.0958904109589041	"LRIG1"	5	1
7	73	0.0958904109589041	"ANK3"	5	1
7	73	0.0958904109589041	"ACLY"	5	1
7	73	0.0958904109589041	"CLSTN1"	5	1
7	73	0.0958904109589041	"GNB1"	5	1
7	73	0.0958904109589041	"C1orf64"	5	1
7	73	0.0958904109589041	"STARD10"	5	1
6	73	0.0821917808219178	"CA12"	5	4
6	73	0.0821917808219178	"SCGB2A1"	5	4
6	73	0.0821917808219178	"MGST1"	5	4
6	73	0.0821917808219178	"PSAP"	5	4
6	73	0.0821917808219178	"GNAS"	5	3
6	73	0.0821917808219178	"MRPS30"	5	3
6	73	0.0821917808219178	"MSMB"	5	3
6	73	0.0821917808219178	"DDIT4"	5	3
6	73	0.0821917808219178	"TTC36"	5	3
6	73	0.0821917808219178	"S100A1"	5	3
6	73	0.0821917808219178	"FAM208B"	5	3
6	73	0.0821917808219178	"STT3B"	5	2
6	73	0.0821917808219178	"SLC38A1"	5	2
6	73	0.0821917808219178	"DMKN"	5	2
6	73	0.0821917808219178	"SEC14L2"	5	2
6	73	0.0821917808219178	"FMO5"	5	2
6	73	0.0821917808219178	"DCAF10"	5	2
6	73	0.0821917808219178	"WFDC2"	5	2
6	73	0.0821917808219178	"GFRA1"	5	2
6	73	0.0821917808219178	"LDLRAD4"	5	2
6	73	0.0821917808219178	"TXNIP"	5	2
6	73	0.0821917808219178	"SCGB3A1"	5	2
6	73	0.0821917808219178	"APOD"	5	2
6	73	0.0821917808219178	"N4BP2L2"	5	2
6	73	0.0821917808219178	"TNC"	5	2
6	73	0.0821917808219178	"ADIRF"	5	2
6	73	0.0821917808219178	"NPY1R"	5	2
6	73	0.0821917808219178	"NBPF1"	5	2
6	73	0.0821917808219178	"TMEM176A"	5	2
6	73	0.0821917808219178	"GLUL"	5	2
6	73	0.0821917808219178	"BMP2K"	5	1
6	73	0.0821917808219178	"SLC44A1"	5	1
6	73	0.0821917808219178	"GFPT1"	5	1
6	73	0.0821917808219178	"PSD3"	5	1
6	73	0.0821917808219178	"CCNG2"	5	1
6	73	0.0821917808219178	"CGNL1"	5	1
6	73	0.0821917808219178	"TMED7"	5	1
6	73	0.0821917808219178	"NOVA1"	5	1
6	73	0.0821917808219178	"ARCN1"	5	1
6	73	0.0821917808219178	"NEK10"	5	1
6	73	0.0821917808219178	"GPC6"	5	1
6	73	0.0821917808219178	"SCGB1B2P"	5	1
6	73	0.0821917808219178	"IGHG4"	5	1
6	73	0.0821917808219178	"SYT1"	5	1
5	73	0.0684931506849315	"SYNGR2"	5	4
5	73	0.0684931506849315	"HSPA1A"	5	4
5	73	0.0684931506849315	"ATP6AP1"	5	3
5	73	0.0684931506849315	"TSPAN13"	5	3
5	73	0.0684931506849315	"MT-ND2"	5	3
5	73	0.0684931506849315	"NIFK"	5	3
5	73	0.0684931506849315	"MT-ATP8"	5	3
5	73	0.0684931506849315	"MT-ATP6"	5	3
5	73	0.0684931506849315	"MT-CO3"	5	3
5	73	0.0684931506849315	"EVL"	5	3
5	73	0.0684931506849315	"GRN"	5	3
5	73	0.0684931506849315	"ERH"	5	3
5	73	0.0684931506849315	"CD81"	5	3
5	73	0.0684931506849315	"NUPR1"	5	3
5	73	0.0684931506849315	"SELENBP1"	5	3
5	73	0.0684931506849315	"C1orf56"	5	3
5	73	0.0684931506849315	"LMO3"	5	2
5	73	0.0684931506849315	"PLK2"	5	2
5	73	0.0684931506849315	"HACD3"	5	2
5	73	0.0684931506849315	"RBBP8"	5	2
5	73	0.0684931506849315	"CANX"	5	2
5	73	0.0684931506849315	"ENAH"	5	2
5	73	0.0684931506849315	"SCD"	5	2
5	73	0.0684931506849315	"CREB3L2"	5	2
5	73	0.0684931506849315	"SYNCRIP"	5	2
5	73	0.0684931506849315	"TBL1XR1"	5	2
5	73	0.0684931506849315	"DDR1"	5	2
5	73	0.0684931506849315	"ERBB3"	5	2
5	73	0.0684931506849315	"CHPT1"	5	2
5	73	0.0684931506849315	"BANF1"	5	2
5	73	0.0684931506849315	"UGDH"	5	2
5	73	0.0684931506849315	"SCUBE2"	5	2
5	73	0.0684931506849315	"UQCR10"	5	2
5	73	0.0684931506849315	"COX6C"	5	2
5	73	0.0684931506849315	"ATP5G1"	5	2
5	73	0.0684931506849315	"PRSS23"	5	2
5	73	0.0684931506849315	"MYEOV2"	5	2
5	73	0.0684931506849315	"PITX1"	5	2
5	73	0.0684931506849315	"MT-ND4L"	5	2
5	73	0.0684931506849315	"TPM1"	5	2
5	73	0.0684931506849315	"HMGCS2"	5	2
5	73	0.0684931506849315	"ADIPOR2"	5	2
5	73	0.0684931506849315	"UGCG"	5	2
5	73	0.0684931506849315	"FAM129B"	5	2
5	73	0.0684931506849315	"TNIP1"	5	2
5	73	0.0684931506849315	"IFI6"	5	2
5	73	0.0684931506849315	"CA2"	5	1
5	73	0.0684931506849315	"ESR1"	5	1
5	73	0.0684931506849315	"TMBIM4"	5	1
5	73	0.0684931506849315	"NFIX"	5	1
5	73	0.0684931506849315	"PDCD6IP"	5	1
5	73	0.0684931506849315	"CRIM1"	5	1
5	73	0.0684931506849315	"ARHGEF12"	5	1
5	73	0.0684931506849315	"ENTPD5"	5	1
5	73	0.0684931506849315	"PATZ1"	5	1
5	73	0.0684931506849315	"ZBTB41"	5	1
5	73	0.0684931506849315	"UCP1"	5	1
5	73	0.0684931506849315	"ANO1"	5	1
5	73	0.0684931506849315	"RP11-356O9.1"	5	1
5	73	0.0684931506849315	"MYB"	5	1
5	73	0.0684931506849315	"ZBTB44"	5	1
5	73	0.0684931506849315	"SCPEP1"	5	1
5	73	0.0684931506849315	"HIPK2"	5	1
5	73	0.0684931506849315	"CDK2AP1"	5	1
5	73	0.0684931506849315	"CYHR1"	5	1
5	73	0.0684931506849315	"SPINK8"	5	1
5	73	0.0684931506849315	"FKBP10"	5	1
5	73	0.0684931506849315	"ISOC1"	5	1
4	73	0.0547945205479452	"CD59"	5	4
4	73	0.0547945205479452	"RAMP1"	5	3
4	73	0.0547945205479452	"AFF3"	5	3
4	73	0.0547945205479452	"MT-CYB"	5	3
4	73	0.0547945205479452	"PPP1CB"	5	3
4	73	0.0547945205479452	"PKM"	5	3
4	73	0.0547945205479452	"ALDH2"	5	3
4	73	0.0547945205479452	"PRSS8"	5	3
4	73	0.0547945205479452	"NPW"	5	3
4	73	0.0547945205479452	"SPR"	5	3
4	73	0.0547945205479452	"PRDX3"	5	2
4	73	0.0547945205479452	"SCOC"	5	2
4	73	0.0547945205479452	"TMED10"	5	2
4	73	0.0547945205479452	"KIAA0196"	5	2
4	73	0.0547945205479452	"NDP"	5	2
4	73	0.0547945205479452	"ZSWIM7"	5	2
4	73	0.0547945205479452	"AP2A1"	5	2
4	73	0.0547945205479452	"PLAT"	5	2
4	73	0.0547945205479452	"SUSD3"	5	2
4	73	0.0547945205479452	"CRABP2"	5	2
4	73	0.0547945205479452	"DNAJC12"	5	2
4	73	0.0547945205479452	"DHCR24"	5	2
4	73	0.0547945205479452	"PPT1"	5	2
4	73	0.0547945205479452	"FAM234B"	5	2
4	73	0.0547945205479452	"DDX17"	5	2
4	73	0.0547945205479452	"LRP2"	5	2
4	73	0.0547945205479452	"ABCD3"	5	2
4	73	0.0547945205479452	"CDH1"	5	2
4	73	0.0547945205479452	"NFIA"	5	2
33	69	0.478260869565217	"AGR2"	6	7
29	69	0.420289855072464	"TFF3"	6	7
27	69	0.391304347826087	"SELM"	6	10
25	69	0.36231884057971	"CD63"	6	8
24	69	0.347826086956522	"CTSD"	6	9
24	69	0.347826086956522	"MDK"	6	7
24	69	0.347826086956522	"CD74"	6	6
23	69	0.333333333333333	"S100A13"	6	10
23	69	0.333333333333333	"IFITM3"	6	6
22	69	0.318840579710145	"HLA-B"	6	9
22	69	0.318840579710145	"AZGP1"	6	8
22	69	0.318840579710145	"FXYD3"	6	7
22	69	0.318840579710145	"IFITM2"	6	6
22	69	0.318840579710145	"RABAC1"	6	6
21	69	0.304347826086957	"S100A14"	6	7
21	69	0.304347826086957	"CRABP2"	6	7
21	69	0.304347826086957	"LTF"	6	6
20	69	0.289855072463768	"RARRES1"	6	8
20	69	0.289855072463768	"HLA-A"	6	8
20	69	0.289855072463768	"PPIB"	6	8
20	69	0.289855072463768	"HLA-C"	6	8
20	69	0.289855072463768	"S100A10"	6	8
20	69	0.289855072463768	"S100A9"	6	6
20	69	0.289855072463768	"TIMP1"	6	6
19	69	0.27536231884058	"DDIT4"	6	11
19	69	0.27536231884058	"S100A16"	6	9
19	69	0.27536231884058	"LGALS1"	6	8
19	69	0.27536231884058	"LAPTM4A"	6	8
19	69	0.27536231884058	"SSR4"	6	8
19	69	0.27536231884058	"S100A6"	6	8
19	69	0.27536231884058	"CD59"	6	7
19	69	0.27536231884058	"BST2"	6	6
19	69	0.27536231884058	"PDIA3"	6	6
19	69	0.27536231884058	"KRT19"	6	6
18	69	0.260869565217391	"CD9"	6	10
18	69	0.260869565217391	"FXYD5"	6	7
18	69	0.260869565217391	"SCGB2A2"	6	6
18	69	0.260869565217391	"NUCB2"	6	6
18	69	0.260869565217391	"TMED3"	6	6
18	69	0.260869565217391	"LY6E"	6	5
18	69	0.260869565217391	"CFD"	6	3
17	69	0.246376811594203	"ITM2B"	6	8
17	69	0.246376811594203	"PDZK1IP1"	6	7
17	69	0.246376811594203	"LGALS3"	6	7
17	69	0.246376811594203	"NUPR1"	6	7
17	69	0.246376811594203	"SLPI"	6	6
17	69	0.246376811594203	"CLU"	6	6
17	69	0.246376811594203	"TMED9"	6	6
17	69	0.246376811594203	"HLA-DRA"	6	6
17	69	0.246376811594203	"SPTSSB"	6	4
16	69	0.231884057971014	"TMEM59"	6	8
16	69	0.231884057971014	"KRT8"	6	7
16	69	0.231884057971014	"CALR"	6	6
16	69	0.231884057971014	"HLA-DRB1"	6	6
16	69	0.231884057971014	"IFI6"	6	5
16	69	0.231884057971014	"NNMT"	6	5
16	69	0.231884057971014	"CALML5"	6	5
16	69	0.231884057971014	"S100P"	6	4
16	69	0.231884057971014	"TFF1"	6	4
15	69	0.217391304347826	"ATP1B1"	6	8
15	69	0.217391304347826	"SPINT2"	6	8
15	69	0.217391304347826	"PDIA6"	6	7
15	69	0.217391304347826	"S100A8"	6	6
15	69	0.217391304347826	"HSP90B1"	6	6
15	69	0.217391304347826	"LMAN1"	6	6
15	69	0.217391304347826	"RARRES3"	6	6
15	69	0.217391304347826	"SELENBP1"	6	5
15	69	0.217391304347826	"CEACAM6"	6	4
15	69	0.217391304347826	"TMEM176A"	6	4
15	69	0.217391304347826	"EPCAM"	6	4
15	69	0.217391304347826	"MAGED2"	6	4
15	69	0.217391304347826	"SNCG"	6	3
14	69	0.202898550724638	"DUSP4"	6	7
14	69	0.202898550724638	"CD24"	6	7
14	69	0.202898550724638	"PERP"	6	6
14	69	0.202898550724638	"WFDC2"	6	6
14	69	0.202898550724638	"HM13"	6	6
14	69	0.202898550724638	"TMBIM6"	6	6
14	69	0.202898550724638	"C12orf57"	6	5
14	69	0.202898550724638	"DKK1"	6	5
14	69	0.202898550724638	"MAGED1"	6	4
14	69	0.202898550724638	"PYCARD"	6	4
14	69	0.202898550724638	"RAMP1"	6	3
14	69	0.202898550724638	"C11orf31"	6	3
14	69	0.202898550724638	"STOM"	6	3
13	69	0.188405797101449	"TNFSF10"	6	7
13	69	0.188405797101449	"BSG"	6	6
13	69	0.188405797101449	"TMED10"	6	6
13	69	0.188405797101449	"ASS1"	6	6
13	69	0.188405797101449	"PDLIM1"	6	5
13	69	0.188405797101449	"CST3"	6	5
13	69	0.188405797101449	"PDIA4"	6	5
13	69	0.188405797101449	"NDUFA4"	6	5
13	69	0.188405797101449	"GSTP1"	6	5
13	69	0.188405797101449	"TYMP"	6	5
13	69	0.188405797101449	"SH3BGRL3"	6	5
13	69	0.188405797101449	"PRSS23"	6	4
13	69	0.188405797101449	"P4HA1"	6	4
13	69	0.188405797101449	"MUC5B"	6	4
13	69	0.188405797101449	"S100A1"	6	3
12	69	0.173913043478261	"PSAP"	6	8
12	69	0.173913043478261	"TAGLN2"	6	7
12	69	0.173913043478261	"MGST3"	6	7
12	69	0.173913043478261	"PRDX5"	6	7
12	69	0.173913043478261	"SMIM22"	6	7
12	69	0.173913043478261	"NPC2"	6	6
12	69	0.173913043478261	"MESP1"	6	6
12	69	0.173913043478261	"MYDGF"	6	5
12	69	0.173913043478261	"ASAH1"	6	5
12	69	0.173913043478261	"APP"	6	5
12	69	0.173913043478261	"NGFRAP1"	6	5
12	69	0.173913043478261	"TMEM176B"	6	4
12	69	0.173913043478261	"C8orf4"	6	4
12	69	0.173913043478261	"KRT81"	6	4
12	69	0.173913043478261	"VIMP"	6	4
12	69	0.173913043478261	"CXCL17"	6	4
12	69	0.173913043478261	"MUC1"	6	4
12	69	0.173913043478261	"COMMD6"	6	4
12	69	0.173913043478261	"TSPAN13"	6	3
12	69	0.173913043478261	"TFPI"	6	3
12	69	0.173913043478261	"C15orf48"	6	3
11	69	0.159420289855072	"CD151"	6	7
11	69	0.159420289855072	"TACSTD2"	6	6
11	69	0.159420289855072	"PSME2"	6	6
11	69	0.159420289855072	"CLDN7"	6	6
11	69	0.159420289855072	"ATP6AP2"	6	6
11	69	0.159420289855072	"CUTA"	6	6
11	69	0.159420289855072	"MT2A"	6	5
11	69	0.159420289855072	"CYB5A"	6	5
11	69	0.159420289855072	"CD164"	6	5
11	69	0.159420289855072	"TM4SF1"	6	5
11	69	0.159420289855072	"SCGB1D2"	6	5
11	69	0.159420289855072	"GSTM3"	6	5
11	69	0.159420289855072	"EGLN3"	6	5
11	69	0.159420289855072	"LMAN2"	6	5
11	69	0.159420289855072	"IFI27"	6	4
11	69	0.159420289855072	"PPP1R1B"	6	4
11	69	0.159420289855072	"B2M"	6	4
11	69	0.159420289855072	"ANXA2"	6	4
11	69	0.159420289855072	"SARAF"	6	4
11	69	0.159420289855072	"MUCL1"	6	4
11	69	0.159420289855072	"CSRP1"	6	4
11	69	0.159420289855072	"NPW"	6	4
11	69	0.159420289855072	"SLC3A2"	6	4
11	69	0.159420289855072	"PYDC1"	6	4
11	69	0.159420289855072	"QSOX1"	6	4
11	69	0.159420289855072	"TSPAN1"	6	3
11	69	0.159420289855072	"GPX1"	6	3
11	69	0.159420289855072	"TMSB4X"	6	3
11	69	0.159420289855072	"FGG"	6	2
11	69	0.159420289855072	"GUK1"	6	2
10	69	0.144927536231884	"IL32"	6	7
10	69	0.144927536231884	"ATP6V0E1"	6	7
10	69	0.144927536231884	"BCAP31"	6	7
10	69	0.144927536231884	"CHCHD10"	6	7
10	69	0.144927536231884	"TSPO"	6	6
10	69	0.144927536231884	"TNFRSF12A"	6	6
10	69	0.144927536231884	"MT1X"	6	5
10	69	0.144927536231884	"PDE4B"	6	5
10	69	0.144927536231884	"HSPA5"	6	5
10	69	0.144927536231884	"SCD"	6	5
